Data,Rating,Titolo,Testo,Locale,Etichetta
2016-04-10,10,sconsigliato,troppo caro sporco personale scortese e non attento ai clienti appena entrati nel locale siamo stati ignorati attendevamo di avere indicazioni su dove sederci e alla fine abbiamo scelto noi non venendo nessuno se non ad accoglierci almeno a darci indicazioni i prezzi sono troppo alti rispetto a ció che viene offerto lofferta era anche piuttosto scarsa dal personale nemmeno un sorriso il locale era anche piuttosto sporco non solo ai tavoli ma anche in punti meno raggiungibili ma da pulire almeno un paio di volte lanno ragnatele e polvere nelle parti vicino il soffitto,tadino,neg
2016-04-08,30,"aperitivo senza infamia, senza lode",aperitivo milanese carina la location ma posto piccolo difficile trovare posto a sedere ci torno comunque volentieri,tadino,neg
2016-04-03,20,brunch nella media,pandenus si trova vicino a porta venezia e serve brunch sabato e domenica al secondo turno delle 1330 abbiamo atteso oltre 45 minuti per il servizio troppo per un locale con non molti coperti ci sono 4 proposte per il brunch a 25 euro ciascuna con un piatto principale hamburger salmone e gamberi con uova patate toast o pane 1 bicchiere di succo caffè e dolcetto qualità nella media non è il brunch migliore di milano anche se il locale è carino il servizio pessimo,tadino,neg
2016-04-03,10,"prezzi alti e personale scortese, anche se è sempre pieno non ne vale la pena e poi sono veramente maleducati, mai più!",ci sono stato un po di volte con degli amici sono tutti molto scortesi i prezzi sono troppo alti  e ripeto sono molto maleducati è il classico posto per persone che vogliono solo mettersi n vetrinaanche se abito a 500 metri da lì non ci metterò più piede,tadino,neg
2016-04-03,30,aperitivo nella media,si salva perchè in zona non è che ci sia una gran concorrenzalocale affollato inizialmente ci fanno sedere su un tavolino in una angolo con degli sgabelli quando poi se ne libera uno normale chiediamo di spostarci e no cè la lista dattesa se volete vi fate mettere in lista dattesavabècocktails buonibuffet un po scarsino,tadino,neg
2016-03-27,30,brunch simpatico,siamo stati al pandenus una domenica di febbraio aspettando di entrare al museo scienze naturali siamo arrivati per le 12 e abbiamo trovato posto non è sempre facile trovarlo subito ci siamo trovati bene un brunch veloce e buono locale e servizio carino ma si può migliorare la gentilezza purtroppo il personale e intento a servire il più velocemente possibile per poi liberare il tavolo,tadino,neg
2016-03-19,10,mai più brunch,premetto che il mio voto non é assoluto ma relativo alle esperienze di poco tempo fa è da settembre ormai che vado con il mio fidanzato a weekend alterni  a mangiare il piatto brunch ed è sempre stato buonissimo  buona qualità e prezzo anche abbastanza buono 20 contando fette biscottatebrioche con salse varie  un piattone con uova alla benedict patateinsalata bacon  etc caffè e succo di frutta a scelta lho sempre considerato il brunch più buono di milano  ma lesperienza di oggi è stata pessima  arriviamo e sfortunamente incontriamo quello che immagino sia il proprietario  che ci fa scegliere obbligatoriamente al bancone ciò che vogliamo prendere  in modo non molto cortese  ordiniamo tutti e due un piatto con le uova alla benedict e quando ci arriva ci rendiamo conto che sono completamente sode in più il menù non costa più 20 ma 25  non ci viene neanche chiesto che succo volessimo  e infine ci viene portato un dolcetto palesemente vecchio con una salsina terribile alla fragola e della panna tutta molla sopra insomma ci sono stata tante volte  ma ora il locale è gestito in modo pessimo e sono sicura che ci siano posti più buoni a costi inferiori,tadino,neg
2016-03-19,20,antipatici,ci sono stata due volte per un aperitivo veloce il personale è piuttosto scortese non ho fatto nemmeno in tempo a finire lo spritz che mi hanno subito portato via il bicchiere senza nemmeno chiedere il buffet però è molto buono e le pizze solo fatte al momento nel retro del locale,tadino,neg
2016-03-13,30,tutta nomina!,sono stata in questo locale per una colazione domenicalearriviamo e rimaniamo sulla porta senza che ci si avvicina nessuno per chiedercicosì prendiamo noi liniziativa e chiediamo un tavolo per due e ci dicono di aspettare perchè non cè postoarriva altra gente dopo di noi che fanno sedere primama andiamo oltreci sediamo finalmente e chiamiamo per ordinareil cameriere gentile e disponibile prende lordinazione ma non provvede a pulire il tavolocosa che notiamo ripetersi anche con altri tavolidove nei casi più evidenti con la mano sposta le briciolela cameriera appare subito poco cortese e quasi infastidita dalla presenza della genteper quanto riguarda le paste sono buone ma niente di chepoca scelta e se si vuole qualcosa di più sfizioso e misero di dimensione lo paghi oroconto totale per due caffè dorzo piccoli e due cornetti 540si salva la location carina e piccolama attenta ai dettagli darredoper il resto tutto negativonon ci tornerò,tadino,neg
2016-03-13,50,non puoi non passare!!!!!!,se siete in zona corso buenos aires e giardini di palestro non potete non passare in via tadino da pandenus lo staff e super e di sicuro non vi alzerete con la fame dopo il brunch del fine settimana e dateci dentro col prosecccoooooooo,tadino,pos
2016-03-12,20,siamo matti??,11 per stare in lista e aspettare fuori mentre il cameriere dava i tavoli a chi arrivava dopo di noi bere un moscow mule seduti su un tavolino minuscolo uno di noi su uno sgabello scomodissimo stare ammassati ai vicini di tavolo mangiare due carote e due pezzetti di pizza ma siamo matti una volta non era così,tadino,neg
2016-03-10,50,da tornarci!!!,sono stata due volte a fare laperitivo e sono rimasta soddisfatta entrambe le volte la prima ho provato un loro cocktail particolare e d era veramente buono la pizza è veramente buona e anche le polpette la cosa che mi piace di questo posto è latmosfera sembra di non stare a milano inoltre laperitivo è diverso ed è molto particolare la seconda volta non potendo bere per motivi di salute la cameriera e il barman sono stati gentili a farmi un mojito analcolico era cosi buono e non si sentiva la differenza che ho avuto paura che fosse quello alcolico per chi ama la pizza e vuole un aperitivo diverso consiglio il pandenus tornerò sicuramente sia per laperitivo ma anche fare colazione che mi hanno suggerito di provarla,tadino,pos
2016-03-08,50,ottimo aperitivo .,vado al pandenus con una certa frequenza e vi dico che il locale è molto intimo e talmente carino da farti sembrare di essere a casa propria  le ragazze sono carine  gentili e sempre sorridenti oltre che bravissime nel preparare i cocktails pertanto vi consiglio di andarci  gianluca  residente in zona ,tadino,pos
2016-03-06,10,imbarazzante,pessimi maleducatissimi se non fai il brunch non puoi sederti  ma dico dovè finita la professionalità  io e la mia amica dovevamo fare colazione tra laltro abbondante e la ragazza mora con la coda che deve aver studiato galateo ci dice che chi non fa aperitivo non può sedersi complimenti per il servizio ,tadino,neg
2016-03-05,10,toccato il fondo...,sono dentro al pantenus di tadinola delusione più totale sono stato diverse volte in questo locale per laperitivo dove cordialità e qualità erano i padroni di casa tutto questo stasera non cèpeccato,tadino,neg
2016-03-01,40,aperitivo,sono stata qui per un aperitivo locale accogliente e intimo buoni i cocktail e aperitivo a buffet che non propone le solite patatine cous cous riso integrale verdure polpette patate costo 9 molto buono,tadino,pos
2016-02-28,30,brunch,brunch domenicale con amici servizio cortese e veloce poche proposte di brunch su modello americano ho apprezzato il fatto che qualsiasi menu sceglievi potevi decidere il tipo di cottura delle uova  io le ho prese alla benedettina buone succo darancia dozzinale conto un pò alto 25 a persona per mangiare un piatto abbondante ma unico,tadino,neg
2016-02-27,10,brunch,location bella servizio normale qualità del cibo qualsiasi spremuta darancia cartone bravo quantità scarsa costo molto eccessivo rapporto qualità prezzo inesistente e vergognoso e una rapina  tutto fumo niente arrosto ,tadino,neg
2016-02-25,50,colazione di lavoro,come sempre oggi vi siete superati ottima accoglienza ottimo cibonon poteva che esserci effetto finale krapfenbravi ragazzi un super staff,tadino,pos
2016-02-22,40,brunch top!,siamo stati qui un sabato a pranzo per il brunch ottimo e abbondantecon 20 viene offerta una selezione di panini e focaccine da accompagnare con burro marmellata o cioccolato e un menù a scelta con il caffé ci sono state offerte anche le chiacchiere dato il periodo di carnevale assolutamente consigliato,tadino,pos
2016-02-21,40,molto accogliente,cocktail buonissimi e personale disponibile e gentile il cibo è una garanzia come del resto in tutte le altre sedi consigliato,tadino,pos
2016-02-21,20,un brunch fastidioso,locale grazioso gestito però in modo stressante il personale è molto scortese e pensa più a domandare fastidiosamente ai clienti quando se ne debbano andare piuttosto che soddisfare le loro esigenze io e i miei amici siamo stati seduti per mezzora e ce lhanno chiesto più di tre volte il cibo non è male ma il prezzo è sproporzionato rispetto alla qualità offerta,tadino,neg
2016-02-20,40,ottimo per brunch e colazioni,bella location buono il servizio come da titolo ottimo per colazioni e brunch apprezzabile anche per gli aperitivi è possibile acquistare pane pizze e focacce di qualità,tadino,pos
2016-02-19,40,molto carino!,locale da apericena molto carino aperitivi buoni e cibo decisamente sopra la media locale accogliente in zona carina personale gentile e disponibile,tadino,pos
2016-02-12,30,posto trendy per un boccone al volo,scelta piatti limitata ma di buona qualità servizio cortese e tanti abitués posto modaiolo con non molti tavoli e si apprezza più con la bella stagione stando fuori dove ci sono più tavoli scelta opportunistica in zona,tadino,neg
2016-02-09,20,da rivedere il servizio,il locale è molto carino e anche il cibo è ricercato peccato che è sai esposto senza protezione quindi chiunque volendo può toccarlo o ci può finire sopra di ogni il servizio lascia molto a desiderare soprattutto per quanto riguarda il banco caffè con tazzine che vengono sbattute senza riguardo per il cliente prezzi sopra la media in modo esagerato,tadino,neg
2016-02-09,40,aperitivo in una calma confusione,sono andata la sera con due amiche aperitivo pre cinema locale affollato ma non claustrofobico età variabile gruppetti di giovani coppie e anche una famiglia con due bambini di circa 5 e 8 anni ottimi i cocktail personale veloce cordiale e disponibile buono il buffet,tadino,pos
2016-01-31,20,pranzo,menù pranzo al tavolo molto limitao ordine di arrivò delle parti che compongono il menù senza una logica la parte principale di ogni menù sono le uova come antipasto servono 2 fette biscottate e salse come burro nutella o marmellata patatine eccessivamente fritte in definitiva dopo non capire bene cosa hai ordinato ma comunque i menu sono 4 e quasi tutti uguali arriva una cozzaglia di cibo americano e poco sano portato in un ordine puramente casuale che sia salato o dolce succo di frutta al posto dell acqua x forza e il tutto a un prezzo folle x un semifast food a pranzo 2025 euro a testa la parte migliore lo yogurt ,tadino,neg
2016-01-30,30,quando la moda oltrepassa la qualità!,locale molto accogliente e carino personale cortese e gentileper quello che riguarda la loro propostache spazia dalla colazione alla bevuta serale credo che il punto di forza sia l aperitivo nonostante non ci sia nulla di eccelso in questo servizio loro sono sempre pieni di gentea mio parere un locale può avere successo anche solo se va di moda,tadino,neg
2016-01-28,40,molto buono nella qualità ma...,locale piccolo e accogliente con vendita al dettaglio di pane e dolci ottima la qualità dei pochi piatti disponibili a pranzo ma con prezzi troppo elevati per essere serviti in una zona uffici non effettuano servizio di tavola fredda al banco nonostante ci siano pochi posti a sedere personale non troppo affabile,tadino,pos
2016-01-26,10,imparate a gestire le prenotazioni,terribile la ragazza di sala non è assolutamente capace di gestire i tavolisiamo in coda da unora perché si è persa la prenotazionesvegliaa,tadino,neg
2016-01-24,40,brunch molto ricco,entreè di pane e fette biscottate con marmellata burro e dell ottima crema di nocciole non la celeberrima nutella a seguire menù a scelta noi abbiamo scelto quello allamericana con patatine hamburger e uovo alla benedict succo di arancia ed infine caffè da provare a noi è piaciuto per combattere lhang over con gusto ,tadino,pos
2016-01-24,10,tremendo,laperitivo è tremendo i cocktail sono nella media ma cibo scadente poco vario pessimo su prenotazione applicano una maggiorazione di 2 a testa che è oltre il 20 in più su un cocktail che ne costa 9 il posto è piccolo e quindi si sta molto stretti,tadino,neg
2016-01-23,40,brunch!,locale piccolo ma accogliente tavoli minuscoli che rendono un po difficoltoso il brunch mache brunch 4 menù disponibili con uova a piacimento succo e caffè consiglio vivamente il meatpacking stile americano più salato che dolce e il belgravia più british con pancakes e yoghurt cameriere gentilissime e simpatiche al contrario delluomo il gestore al bancone,tadino,pos
2016-01-20,20,"ha del potenziale, ma non sfruttato",sono stata qui per un caffè e un dolcino a dicembre di mattina che dire il boss non so se fosse il gestore o proprietario o altro e una delle ragazze che aveva davvero poca voglia di lavorare battibeccavano davanti a noi riguardo ai nostri tortini al cioccolato lei non voleva scaldarli nè metterci la panna lui la invitava a fare entrambe le cose ha vinto lei e il risultato è stato pessimo 15 euro per un caffe un cappuccio e due miserabili tortini freddi peccato il locale è anche carino,tadino,neg
2016-01-20,40,ottimo aperi-cena,ricco buffet con piatti molto particolari e vari ottime pizze il locale è molto accogliente e ben frequentato,tadino,pos
2016-01-20,20,"solo moda, senza qualità!",purtroppo pandenus inizialmente era un ritrovo in corso indipendenza o in corso garibaldi per chi voleva sorseggiare un buon drink prima di cena lasciandosi tentare da ottime pizze appena sfornate ora è una catena di panetterie che produce prodotti da forno scarsi cocktail scadenti che ha perso quellaurea di esclusività e la qualità domenica ho provato il loro brunch e sono rimasta scioccata dal loro pessimo french toast o alla loro totale incapacità di preparare un uovo alla benedict due piatti di una semplicità estrema unica nota positiva per cui si aggiudica la seconda palla la cortesia e limpegno delle ragazze che cercano di gestire la folla con sorriso e gentilezza per il resto penoso,tadino,neg
2016-01-16,20,cocktail scarso.,non ci sono più i barman di una volta almeno non qui arrivo alle 2315 in un locale dentro poche persone perfetto se vuoi chiacchierare con la tua compagna chiedo uno spritz st germain la moda del momento che mi viene servito in un bicchiere da vino mentre ci sono aziende di cristalli che lavorano a linee di prodotti adatti a ogni tipo di cocktail pieno di ghiaccio e con un sentore lontano di sambuco vado a chiedere un po di generosità nel st germain perché per 11 euro vorrei almeno sentirne il profumo e con un basta chiedere il barman mi riempie il bicchiere in maniera persino esagerata come nelle peggiori discoteche delle medie chiarisco subito che la mia recensione si riferisce solo al cocktail di una sera ma la pretenziosità del locale meriterebbe maggiore qualità,tadino,neg
2016-01-14,50,qualità e disponibilità,ottimo locale con qualità del cibo davvero alta il personale gentile e sorridente anche nei momenti di ressa pochi posti ma vale la pena aspettare per passare una serata aperitivo o cena in compagnia e allo stesso tempo sentirsi glamour d,tadino,pos
2016-01-13,50,locale chic,vado tutte le volte che sono di passaggio in quella zona caffe molto buono briosh fantastiche focaccine e pizzette eccellenti ragazze dietro il banco gentilì e cortesi per non parlare delle spremute fantastiche,tadino,pos
2016-01-12,30,alta qualità,dopo aver provato diverse volte pietanze per veloci lunch ho avuto al fortuna di provare il loro panettone favoloso ed è stato una confermavi sto che il comune denominatore per pandenus è la qualità anche come bar è diottimo livello suggerito per un piacevole brunch di fine settimana,tadino,neg
2016-01-11,30,un discreto forno,lo recensisco come forno dal momento che pochi giorni fa durante un giro nel quartiere ci siamo fermati a comperare del pane e della focaccia lambiente è carino accogliente la signorina che ci ha serviti cortese ma e qui vengono le dolenti note mentre il pane era buono la focaccia con i pomodorini era piuttosto molle forse era colpa del fatto che stava piovendo molto belli anche se non li abbiamo mangiati i panini ripieni propsoti fanno sia brunch a mezzogiorno sia happy hour alla sera torneremo senzaltro,tadino,neg
2016-01-10,10,"acqua e farina a 45,00 euro x boccia di prosecco",sempre le solite cose da mangiare e un prosecco mediamente buono a 4500 euro è un insulto alla gente che lavora locale x milanesi come il jazz il deseo il radetzky non lo consiglio cè molto di meglio a prezzi umani,tadino,neg
2016-01-08,40,apericena molto buono,vengo spesso qui con gli amici per fare apericena i cocktail sono ottimi e anche il buffet non è male purtroppo però le proposte culinarie sono sempre le stesse cous cous tranci di pizza patate al forno riso con verdure  sarebbe bello se ogni tanto proponessero qualcosa di diverso,tadino,pos
2016-01-05,10,avrei dato 5 stelle ma...,locale molto carino con ragazze molto cortesi e gentili la qualità è ottima anche se il locale è un po caro fin qui tutto bene ma il signore dietro il bancone  credo che sia il proprietario è di una scortesia al limite dellimbarazzo sembra che essere serviti da lui sia un onore o che ti stia facendo un piacere sconsigliato in sua presenza,tadino,neg
2015-12-31,30,carino.... e caro!,il locale è piccolo ma carino e curato ci siamo stati per un aperitivo ci hanno fatti accomodare subito seppur un po strettini il buffet contava poche opzioni ma ben preparate in particolare le pizze e focacce ma anche il cous cous e il riso la sorpresa è arrivata alla cassa 9 euro per ciascuna consumazione che è normale per la prima consumazione a milano ma non credo per le consumazioni successive in pratica due birre moretti mi sono costate 18 euro un tantino eccessivo per un locale tutto sommato semplice e non troppo glamour,tadino,neg
2015-12-30,20,"30 dicembre 2015 ""blocco della qualità a milano""",entriamo in questo locale per riposarci un attimo e attendere lultima mezzora prima di un appuntamento ordiniamo un centrifugato servito in un bicchiere bollente che è probabilmente appena uscito dalla lavastoviglie allinterno del bicchiere con finalità decorativa cè un rametto di menta che dire appassito è un eufemismo vorrei ordinare una cioccolata con panna ma signore e signori non hanno la panna nonostante sia a menù ripiego su un anonimo cappuccino fetta di torta di mele servita gelida prezzi proibitivi la prossima volta che sono in zona sto alla larga da questo locale,tadino,neg
2015-12-27,30,questa amarissima aranciata,il posto è adatto ad un pranzo veloce una colazione o un brunch ci sono panini farciti focacce pagnotte di ogni tipo dolci vari e piatti unici per un vero e proprio pasto i panini sono buoni e succulenti ma la scelta è un po scarsa il posto è accogliente il servizio migliorabile e il prezzo leggermente sopra le aspettative 26 euro in due per pranzo a base di panini grave a mio avviso il succo di arancia non aspettatevi una spremuta fresca,tadino,neg
2015-12-21,20,tutti lo pompano ma..,dopo averne sentito parlare benissimo mi decido ad andarci e rimango deluso in primis dalla non vastissima varietà di piatti ed in secondo luogo da quello presentato mi accontento di una tartare abbastanza pessima che non finisco non per le dimensioni e di un gazpacho nulla di che anche la birra per la quale hanno una selezione non era nulla di eccezionale peccato ps mangiate al piano di sopra se non volete cenare con i pinguini al piano interrato,tadino,neg
2015-12-15,40,perfetto,non e un ristorante ma un bar in cui ho mangiato il fritto misto perfetto croccante e saporito e lo zenzer o fritto insieme e geniale da ritornarci tutti venerdì posto pulito accogliente e servizio veloce,tadino,pos
2015-12-13,20,"lasciate ogni moneta, oh voi che entrate",una cocacola in bottiglia di vetro da 025 cl 4 euro e coca cola non oro fuso 16 euro al litro non li costa neanche un olio di oliva bio toscano monocultivar spremuto a mano da monaci ciechi comprato in svizzera a questo ci aggiungiamo la simpatia pari ad un calcio in cuo delle 3 ragazze che lavorano li dentro risultato tirate le somme da voi  peccato perché i prodotti sono comunque molto buoni e il locale arredato molto bene peccato davvero,tadino,neg
2015-12-10,50,se il buongiorno si vede dal mattino...,sono anni ormai che frequento questo pandenus e ogni giorno è ormai dobbligo per me passare da qui per cappuccino brioche e salutare i ragazzi che ci lavorano atmosfera sotto natale sempre magica,tadino,pos
2015-12-09,10,mai più,una focaccia unta e bisunta e un tramezzino secco il tutto condito da tanta maleducazione non ci metterò mai più piede,tadino,neg
2015-12-08,50,solo fortunati? non credo..,pranzetto domenicale con famiglia al seguito abbiamo preso piatti diversi tra loro e la qualità era ottima dalle recensioni precedenti si legge che il personale è antipatico non so ma con noi non lo è stato molto meglio di altri locali nuovi che se la tirano senza motivo prezzo in linea con milano,tadino,pos
2015-12-07,10,la maleducazione fatta a persona,lambiente è grazioso il mangiare è come sempre da anni di buona qualità che non scade mai sarebbe un posto dove andare e godersi latmosfera  le ragazze che servono al tavolo poverine devono calmare clienti ormai spazientiti e infastiditi per colpa dellarroganza supponenza e maleducazione estrema del gestore mi auguro non proprietario  sopperire non è facile ma sono così graziose e gentili che se ti siedi il nervoso forse ti passa se ti siedi perchè ben 2 coppie se ne sono andate dopo essere state trattate con tanto sgarbo  mi spiace pandenus mi è sempre piaciuto sempre ma mai più ci sono mille posti dove si mangia bene e non si viene trattati come degli stolti,tadino,neg
2015-12-07,20,mai più,il locale allapparenza e carino e curato ma quando manca la professionalità e soprattutto il rispetto e la cortesia nei confronti del cliente e meglio lasciar perdere abbiamo dato diverse possibilità al posto ma purtroppo ieri dopo lennesimo gesto di scortesia abbiamo deciso di non metterci più piede ci sono modi e modi per dire le cose soprattutto a clienti,tadino,neg
2015-12-06,40,buon aperitivo in zona buenos aires,posto alla moda per aperitivo ben frequentato happy hour molto vario e ricco cocktail ben fatti peccato che il locale sia molto piccolo e molte volte bisogna fermarsi fuori in piedi a bere e mangiare,tadino,pos
2015-12-02,30,"locale alla moda, buono per l'aperitivo",ho provato pandenus solo per laperitivo con delle amiche i nostri cocktail erano molto ben fatti americano sbagliato ottimo e il cibo del buffet anche se non molto vario o abbondante era molto buono ottime le polpettine e i quadratini di pizza lunica pecca è che è molto affollato di gente per lo più fighetta e i tavoli sono davvero piccoli insomma non mi sento nè di sconsigliarlo né di consigliarlodiciamo indifferente giusto se siete nei paraggi fateci un salto,tadino,neg
2015-11-26,40,ottimo ed efficiente,ottimo concept  semplice veloce pochi piatti ma buoni  sembra un bar ma è più un bistrot ottimo il polpo con patate un pò stretto il tavolo durante un pranzo di lavoro con 8 persone ma pollice in su,tadino,pos
2015-11-14,40,buon aperitivo,mi è capitato di leggere le altre recensioni dove veniva messo in evidenza il servizio scortese il cibo passabile etc noi ci veniamo ogni tanto perché dei nostri amici ci abitano propio vicino e ci siamo sempre trovati bene dopo le 1830 poi parte laperitivo che dura fino alle 21 in questorario si può fare solo questo trovo il cibo offerto molto buono e scelto con cura molta frutta ed un po di verdura me lo fa apprezzare ancora di più lo sconsiglio se siete in zona,tadino,pos
2015-11-13,40,"bel posto, buon cibo, bella esperienza",tutta la famigliola per il brunch domenicale in questo locale zona porta venezia posto molto carino certo tavoli vicinissimi ma siamo a milano ed è normale 45 menu tra i quali scegliereanche per bimbi buoni e ricchi personale gentile attento e sempre disponibile ad ogni nostra richiesta prezzo medio alto ma nel complesso giusto,tadino,pos
2015-11-09,50,bella sorpresa,trovato per caso in una zona che non frequento abitualmente scelto da amici in tour a milano il personale è stato davvero gentile il brunch sostanzioso e di buona qualità prezzo giusto operazione ripetibile,tadino,pos
2015-11-09,40,ogni 2/3 mesi,ci ritroviamo in questo locale con dei vecchi amicicolleghi ogni cambio di stagione e la frequentazione è sempre di qualità devo evidenziare però che a differenza del passato ammesso anche dai miei amici lassortimento del buffet è diminuito ed anche la qualità non pare essere quella di qualche stagione fa che forse siamo capitati la sera meno ok chissà abbiamo chiuso la serata con un buon rum ma che conto,tadino,pos
2015-11-09,10,prezzi esagerati. servizio scortese. da evitare.,12 dodici euro per un primo riscaldato bevande escluse consumato sopra angusti tavolini è davvero eccessivo servizio sempre supponente e scortese da evitare,tadino,neg
2015-11-07,10,scortesia a caro prezzo,sono stato a pranzo chiedo di poter avere un tramezzino ma mi viene negato perchè è riservato alla vendita da asportoboh ci fanno accomodare su di un trespolo con la faccia rivolta verso il muro e una mensola come tavolo sulla quale si trova un cesto di frutta da cui il personale continua ad attingere disturbandoci oltre misura scomodissimoinsomma per una pasta mediocre e mezzo litro di minerale il conto è stato di 125 euro a mai più rivederci,tadino,neg
2015-11-02,40,a due passi da p.ta venezia,oggi sono stato al pandenus di via tadino e devo dire che mi sono trovato molto bene il pranzo è stato molto buono e trovo che ci sia un buon rapporto qualitàprezzo nonostante sia abbastanza caro il personale è stato accogliente e il servizio è stato abbastanza rapido magari perchè sono passato sul tardi lo trovo un buon posto per una pausa pranzo o aperitivo ve lo consiglio,tadino,pos
2015-10-31,10,ma per carita'.....,mezzo bar mezzo panificiodisastro totale buono per ii modaioli privi di personalita che si beano di venire qui perche fa trendy tutto e insapore banale ma pieno di pretese titolare presuntuoso personale impreparato e scortese carissimo oltre a tutto lasciate perdere,tadino,neg
2015-10-23,50,sempre una garanzia,grande pandenus e grande umberto capita di frequentare il locale e non siamo mai delusi piatti sempre ottimi servizio accurato e il maître che fa la differenza tutto alla grande continuate così,tadino,pos
2015-10-23,50,il valore aggiunto è il maitre!!,posto caldo e accogliente con ottimi piatti e grande cura dei dettagli da provare ottima colazione a base di brioche e caffè proseguire con il pranzo è un attimo se ci si avvicina al bancone panetteria e pizzeria fermarsi allaperitivo visto il personale è inevitabile,tadino,pos
2015-10-22,10,totalmente sopravvalutato,si tratta dellennesimo baraperitivo alla moda meneghina dove gli sventurati accettano di fare anche mezzora di attesa per avere un tavolo e approfittare di  cibo poco vario e sempre uguale a volte gustoso ma studiato appositamente per mettere sete  servito sul magro bancone con la stessa grazia con cui si sfamano i maiali  da uno staff disattento ai limiti dello sgarbatoinsolente,tadino,neg
2015-10-21,30,aperitivo nella media,aperitivo nella media non eccelle nel numero dei piatti serviti ma quei pochi piatti sono di buona qualità discreti i cocktails personale gentile,tadino,neg
2015-10-20,50,"ambiente tranquillo, meglio a pranzo che ape",mi capita sempre più spesso di pranzare in questo locale nelle ultime settimane la cucina è salita decisamente di livello specialmente per la presenza di nuovi piatti a base di pesce spiedini di spada merluzzo ed alcune paste ragù di pesce broccoli e pancetta anche il servizio a pranzo è più agile la mattina purtroppo il problema non è tanto il servizio quanto la presenza di persone che occupano i tavoli per unora a chiacchierare,tadino,pos
2015-10-18,40,pranzo veloce molto piacevole,ottima qualità  zuppa di farro gustosissima e polpettone buonissimo lo consiglio per un pranzo veloce gentilissimo l staff locale carino,tadino,pos
2015-10-17,50,colazione sabato mattina,colazione ottima personale molto disponibile e veloce  pasticceria e caffè eccellente  rifarò sempre volentieri  arredamento piacevole e presentazione dei prodotti molto buona ,tadino,pos
2015-10-15,10,tutto fuorché milanese,completamente fuori dallo spirito milanese malgrado il nome che si sono scelti carissimo un sacco di sfizioserie ben presentate che si trovano ovunque senza la tara finto chic che ci aggiungono il classico posto da provinciali che vengono a milano pensando di aver scelto il locale del momento assurda la vendita del pane a milano si trovano ottime panetterie compresa quella dellesselunga,tadino,neg
2015-10-12,10,il nuovo lusso è l'aperitivo di pandenus,siamo stati al pandeus ieri sera domenica per un aperitivo tra amici  aperitivo a buffet di buon livello servizio disattento ma purtroppo questo in italia è molto diffuso siccome eravamo in quattro ed ognuno di noi aveva deciso di ordinare un bicchiere di prosecco abbiamo pensato di ordinare direttamente una bottiglia non ci vuole unanalista finanziario per capire che conviene  la cameriera senza portarci la lista ha portato la bottiglia la ha aperta ed ha servito il vino a tutti senza neanche fare il gesto di annusare il tappo figuriamoci di farlo assaggiare al cliente  si aggiunge unamica ed ordiniamo unaltra bottiglia di prosecco ripeto prosecco alzatomi per pagare la ragazza alla cassa mi presenta il conto 90 euro  come vi suona 90 euro per 2 bottiglie di prosecco etichetta fiol  ciao pandenus per noi è lultima volta,tadino,neg
2015-10-09,10,che crollo!,ho scritto tempo fa una buona recensione sul pandenus di viale concordia ero stato poco più di un anno fa anche in quello di via tadino e mi ero trovato piuttosto bene ma lultima volta è stato un disastro era ora di pranzo per cui avendo deciso di non fare un vero pranzo non cera nulla che ci ispirasse particolarmente ma di mangiare solo uno snack non ci hanno dato un tavolo ma un tavolino con degli sgabelli non propriamente comodi e fin lì pazienza anche se il modo col quale ci hanno negato un tavolo non era dei più garbati ma la cosa peggiore è stata la brioche salata che avevo scelto le fette di prosciutto erano tuttaltro che gradevoli perché eccessivamente pressate per cui sono stato costretto a sputare metà della brioche col suo contenuto nel tovagliolo so che la cosa non è gradevole né a dirsi né a farsi ma non mi sono fatto notare ritornarci per concedere unaltra chance mi sembra altamente improbabile,tadino,neg
2015-10-08,10,locale finto,il locale ha arredamento finto vintage personale finto cortese prodotti finto freschi atmosfere finto americane il direttore di sala piuttosto che dire buongiornobuonasera si farebbe tagliare una mano,tadino,neg
2015-10-06,20,insignificante,se prenoti devi pagare di più la consumazione 11 contro i 9 euro senza prenotazione ho chiesto uno sgabello per sedermi e lo sto ancora aspettando cibo niente di che fatta eccezione per un tagliere di pizza che ci hanno portato al tavolo ragione per cui do due stelle insieme allo stile del locale,tadino,neg
2015-10-04,40,una ricca colazione,brioches di tutti i tipi treccine veneziana fagottino ricotta e pere ma anche tortine piu elaborate panini invitantissimi questo locale fa anche laperitivo con i prodotti di panetteria molto carino unica nota stonata i cagnolini chic che a volte abbaiano tra loro,tadino,pos
2015-09-30,20,sopravvalutato,sono stato qualche volta per aperitivo il locale è piccolino ed è complicato a volte trovare posto mi aspettavo qualcosa di più a livello di cibo in realtà prevalentemente si trova pizza e cruditè ed anche a prezzo un po caro sopravvalutato a mio parere,tadino,neg
2015-09-27,20,caro e con un servizio discutibile,cibo scadente prezzi molto cari e servizio assolutamente negativo laccoglienza scade spesso in scortesia capita in ogni momento che chiedano ai clienti di spostarsi da un tavolo allaltro per lasciare posto ad altri nuovi clienti riorganizzando la sala durante il servizio ed inoltre le cameriere sono spesso maleducate perché le abbiamo beccate mentre sparlavano dei clienti stessi un locale da evitare,tadino,neg
